trip_id,route_id,service_id,trip_headsign,direction_id
125578,MB,fu1830hinvd_22_v02_02.pex,Basauri,1
125579,MB,fu1830hinvd_22_v02_02.pex,Kabiezes,0
125580,MB,fu1830hinvd_22_v02_02.pex,Basauri,1
125581,MB,fu1830hinvd_22_v02_02.pex,Kabiezes,0
125582,MB,fu1830hinvd_22_v02_02.pex,Basauri,1
125583,MB,fu1830hinvd_22_v02_02.pex,Kabiezes,0
125584,MB,fu1830hinvd_22_v02_02.pex,Basauri,1
125585,MB,fu1830hinvd_22_v02_02.pex,Kabiezes,0
125586,MB,fu1830hinvd_22_v02_02.pex,Basauri,1
125587,MB,fu1830hinvd_22_v02_02.pex,Kabiezes,0
125588,MB,fu1830hinvd_22_v02_02.pex,Etxebarri,1
125589,MB,fu1830hinvd_22_v02_02.pex,Ibarbengoa,0
125590,MB,fu1830hinvd_22_v02_02.pex,Etxebarri,1
125591,MB,fu1830hinvd_22_v02_02.pex,Ibarbengoa,0
125592,MB,fu1830hinvd_22_v02_02.pex,Etxebarri,1
125593,MB,fu1830hinvd_22_v02_02.pex,Ibarbengoa,0
125594,MB,fu1830hinvd_22_v02_02.pex,Etxebarri,1
125595,MB,fu1830hinvd_22_v02_02.pex,Sopela,0
125596,MB,fu1830hinvd_22_v02_02.pex,Plentzia,0
125597,MB,fu1830hinvd_22_v02_02.pex,Etxebarri,1
125598,MB,fu1830hinvd_22_v02_02.pex,Plentzia,0
125599,MB,fu1830hinvd_22_v02_02.pex,Etxebarri,1
125600,MB,fu1830hinvd_22_v02_02.pex,Plentzia,0
125601,MB,fu1830hinvd_22_v02_02.pex,Etxebarri,1
125602,MB,fu1830hinvd_22_v02_02.pex,Plentzia,0
125603,MB,fu1830hinvd_22_v02_02.pex,Etxebarri,1
125604,MB,fu1830hinvd_22_v02_02.pex,Etxebarri,1
125605,MB,fu1830hinvd_22_v02_02.pex,Ibarbengoa,0
125606,MB,fu1830hinvd_22_v02_02.pex,Etxebarri,1
125607,MB,fu1830hinvd_22_v02_02.pex,Ibarbengoa,0
125608,MB,fu1830hinvd_22_v02_02.pex,Etxebarri,1
125609,MB,fu1830hinvd_22_v02_02.pex,Ibarbengoa,0
125610,MB,fu1830hinvd_22_v02_02.pex,Etxebarri,1
125611,MB,fu1830hinvd_22_v02_02.pex,Ibarbengoa,0
125612,MB,fu1830hinvd_22_v02_02.pex,Etxebarri,1
125613,MB,fu1830hinvd_22_v02_02.pex,Plentzia,0
125614,MB,fu1830hinvd_22_v02_02.pex,Etxebarri,1
125615,MB,fu1830hinvd_22_v02_02.pex,Plentzia,0
125616,MB,fu1830hinvd_22_v02_02.pex,Etxebarri,1
125617,MB,fu1830hinvd_22_v02_02.pex,Plentzia,0
125618,MB,fu1830hinvd_22_v02_02.pex,Etxebarri,1
125619,MB,fu1830hinvd_22_v02_02.pex,Plentzia,0
125620,MB,fu1830hinvd_22_v02_02.pex,Etxebarri,1
125621,MB,fu1830hinvd_22_v02_02.pex,Plentzia,0
125622,MB,fu1830hinvd_22_v02_02.pex,Etxebarri,1
125623,MB,fu1830hinvd_22_v02_02.pex,Plentzia,0
125624,MB,fu1830hinvd_22_v02_02.pex,Etxebarri,1
125625,MB,fu1830hinvd_22_v02_02.pex,Ibarbengoa,0
125626,MB,fu1830hinvd_22_v02_02.pex,Etxebarri,1
125627,MB,fu1830hinvd_22_v02_02.pex,Ibarbengoa,0
125628,MB,fu1830hinvd_22_v02_02.pex,Etxebarri,1
125629,MB,fu1830hinvd_22_v02_02.pex,Ibarbengoa,0
125630,MB,fu1830hinvd_22_v02_02.pex,Etxebarri,1
125631,MB,fu1830hinvd_22_v02_02.pex,Ibarbengoa,0
125632,MB,fu1830hinvd_22_v02_02.pex,Etxebarri,1
125633,MB,fu1830hinvd_22_v02_02.pex,Plentzia,0
125634,MB,fu1830hinvd_22_v02_02.pex,Etxebarri,1
125635,MB,fu1830hinvd_22_v02_02.pex,Plentzia,0
125636,MB,fu1830hinvd_22_v02_02.pex,Etxebarri,1
125637,MB,fu1830hinvd_22_v02_02.pex,Plentzia,0
125638,MB,fu1830hinvd_22_v02_02.pex,Etxebarri,1
125639,MB,fu1830hinvd_22_v02_02.pex,Plentzia,0
125640,MB,fu1830hinvd_22_v02_02.pex,Etxebarri,1
125641,MB,fu1830hinvd_22_v02_02.pex,Plentzia,0
125642,MB,fu1830hinvd_22_v02_02.pex,Etxebarri,1
125643,MB,fu1830hinvd_22_v02_02.pex,Ibarbengoa,0
125644,MB,fu1830hinvd_22_v02_02.pex,Etxebarri,1
125645,MB,fu1830hinvd_22_v02_02.pex,Ibarbengoa,0
125646,MB,fu1830hinvd_22_v02_02.pex,Etxebarri,1
125647,MB,fu1830hinvd_22_v02_02.pex,Ibarbengoa,0
125648,MB,fu1830hinvd_22_v02_02.pex,Etxebarri,1
125649,MB,fu1830hinvd_22_v02_02.pex,Ibarbengoa,0
125650,MB,fu1830hinvd_22_v02_02.pex,Sopela,0
125651,MB,fu1830hinvd_22_v02_02.pex,Plentzia,0
125652,MB,fu1830hinvd_22_v02_02.pex,Etxebarri,1
125653,MB,fu1830hinvd_22_v02_02.pex,Plentzia,0
125654,MB,fu1830hinvd_22_v02_02.pex,Etxebarri,1
125655,MB,fu1830hinvd_22_v02_02.pex,Plentzia,0
125656,MB,fu1830hinvd_22_v02_02.pex,Etxebarri,1
125657,MB,fu1830hinvd_22_v02_02.pex,Plentzia,0
125658,MB,fu1830hinvd_22_v02_02.pex,Etxebarri,1
125659,MB,fu1830hinvd_22_v02_02.pex,Plentzia,0
125660,MB,fu1830hinvd_22_v02_02.pex,Etxebarri,1
125661,MB,fu1830hinvd_22_v02_02.pex,Etxebarri,1
125662,MB,fu1830hinvd_22_v02_02.pex,Ibarbengoa,0
125663,MB,fu1830hinvd_22_v02_02.pex,Etxebarri,1
125664,MB,fu1830hinvd_22_v02_02.pex,Ibarbengoa,0
125665,MB,fu1830hinvd_22_v02_02.pex,Etxebarri,1
125666,MB,fu1830hinvd_22_v02_02.pex,Plentzia,0
125667,MB,fu1830hinvd_22_v02_02.pex,Etxebarri,1
125668,MB,fu1830hinvd_22_v02_02.pex,Plentzia,0
125669,MB,fu1830hinvd_22_v02_02.pex,Etxebarri,1
125670,MB,fu1830hinvd_22_v02_02.pex,Plentzia,0
125671,MB,fu1830hinvd_22_v02_02.pex,Etxebarri,1
125673,MB,fu1830hinvd_22_v02_02.pex,Etxebarri,1
125674,MB,fu1830hinvd_22_v02_02.pex,Ibarbengoa,0
125675,MB,fu1830hinvd_22_v02_02.pex,Etxebarri,1
125676,MB,fu1830hinvd_22_v02_02.pex,Ibarbengoa,0
125677,MB,fu1830hinvd_22_v02_02.pex,Etxebarri,1
125678,MB,fu1830hinvd_22_v02_02.pex,Ibarbengoa,0
125679,MB,fu1830hinvd_22_v02_02.pex,Plentzia,0
125680,MB,fu1830hinvd_22_v02_02.pex,Etxebarri,1
125681,MB,fu1830hinvd_22_v02_02.pex,Plentzia,0
125682,MB,fu1830hinvd_22_v02_02.pex,Etxebarri,1
125683,MB,fu1830hinvd_22_v02_02.pex,Plentzia,0
125684,MB,fu1830hinvd_22_v02_02.pex,Etxebarri,1
125685,MB,fu1830hinvd_22_v02_02.pex,Plentzia,0
125686,MB,fu1830hinvd_22_v02_02.pex,Etxebarri,1
125687,MB,fu1830hinvd_22_v02_02.pex,Plentzia,0
125688,MB,fu1830hinvd_22_v02_02.pex,Etxebarri,1
125689,MB,fu1830hinvd_22_v02_02.pex,Etxebarri,1
125690,MB,fu1830hinvd_22_v02_02.pex,Etxebarri,1
125691,MB,fu1830hinvd_22_v02_02.pex,Etxebarri,1
125692,MB,fu1830hinvd_22_v02_02.pex,Etxebarri,1
125693,MB,fu1830hinvd_22_v02_02.pex,Sopela,0
125694,MB,fu1830hinvd_22_v02_02.pex,Kabiezes,0
125695,MB,fu1830hinvd_22_v02_02.pex,Sopela,0
125696,MB,fu1830hinvd_22_v02_02.pex,Kabiezes,0
125698,MB,fu1830hinvd_22_v02_02.pex,Kabiezes,0
125699,MB,fu1830hinvd_22_v02_02.pex,Basauri,1
125700,MB,fu1830hinvd_22_v02_02.pex,Kabiezes,0
125701,MB,fu1830hinvd_22_v02_02.pex,Basauri,1
125702,MB,fu1830hinvd_22_v02_02.pex,Kabiezes,0
125703,MB,fu1830hinvd_22_v02_02.pex,Basauri,1
125704,MB,fu1830hinvd_22_v02_02.pex,Kabiezes,0
125705,MB,fu1830hinvd_22_v02_02.pex,Basauri,1
125706,MB,fu1830hinvd_22_v02_02.pex,Kabiezes,0
125707,MB,fu1830hinvd_22_v02_02.pex,Basauri,1
125708,MB,fu1830hinvd_22_v02_02.pex,Kabiezes,0
125709,MB,fu1830hinvd_22_v02_02.pex,Basauri,1
125710,MB,fu1830hinvd_22_v02_02.pex,Kabiezes,0
125711,MB,fu1830hinvd_22_v02_02.pex,Basauri,1
125712,MB,fu1830hinvd_22_v02_02.pex,Kabiezes,0
125713,MB,fu1830hinvd_22_v02_02.pex,Basauri,1
125714,MB,fu1830hinvd_22_v02_02.pex,Kabiezes,0
125715,MB,fu1830hinvd_22_v02_02.pex,Basauri,1
125716,MB,fu1830hinvd_22_v02_02.pex,Kabiezes,0
125717,MB,fu1830hinvd_22_v02_02.pex,Basauri,1
125718,MB,fu1830hinvd_22_v02_02.pex,Kabiezes,0
125719,MB,fu1830hinvd_22_v02_02.pex,Basauri,1
125720,MB,fu1830hinvd_22_v02_02.pex,Kabiezes,0
125721,MB,fu1830hinvd_22_v02_02.pex,Basauri,1
125722,MB,fu1830hinvd_22_v02_02.pex,Kabiezes,0
125723,MB,fu1830hinvd_22_v02_02.pex,Basauri,1
125724,MB,fu1830hinvd_22_v02_02.pex,Kabiezes,0
125725,MB,fu1830hinvd_22_v02_02.pex,Basauri,1
125726,MB,fu1830hinvd_22_v02_02.pex,Kabiezes,0
125727,MB,fu1830hinvd_22_v02_02.pex,Basauri,1
125728,MB,fu1830hinvd_22_v02_02.pex,Kabiezes,0
125729,MB,fu1830hinvd_22_v02_02.pex,Basauri,1
125730,MB,fu1830hinvd_22_v02_02.pex,Kabiezes,0
125731,MB,fu1830hinvd_22_v02_02.pex,Basauri,1
125732,MB,fu1830hinvd_22_v02_02.pex,Kabiezes,0
125733,MB,fu1830hinvd_22_v02_02.pex,Basauri,1
125734,MB,fu1830hinvd_22_v02_02.pex,Kabiezes,0
125735,MB,fu1830hinvd_22_v02_02.pex,Basauri,1
125736,MB,fu1830hinvd_22_v02_02.pex,Kabiezes,0
125738,MB,fu1830hinvd_22_v02_02.pex,Basauri,1
125739,MB,fu1830hinvd_22_v02_02.pex,Plentzia,0
125740,MB,fu1830hinvd_22_v02_02.pex,Etxebarri,1
125741,MB,fu1830hinvd_22_v02_02.pex,Ibarbengoa,0
125742,MB,fu1830hinvd_22_v02_02.pex,Etxebarri,1
125743,MB,fu1830hinvd_22_v02_02.pex,Ibarbengoa,0
125744,MB,fu1830hinvd_22_v02_02.pex,Etxebarri,1
125745,MB,fu1830hinvd_22_v02_02.pex,Ibarbengoa,0
125746,MB,fu1830hinvd_22_v02_02.pex,Etxebarri,1
125747,MB,fu1830hinvd_22_v02_02.pex,Ibarbengoa,0
125749,MB,fu1830hinvd_22_v02_02.pex,Etxebarri,1
125750,MB,fu1830hinvd_22_v02_02.pex,Plentzia,0
125751,MB,fu1830hinvd_22_v02_02.pex,Etxebarri,1
125672,MB,fu1830hinvd_22_v02_02.pex,Ibarbengoa,0
125752,MB,fu1830hinvd_22_v02_02.pex,Plentzia,0
125753,MB,fu1830hinvd_22_v02_02.pex,Etxebarri,1
125754,MB,fu1830hinvd_22_v02_02.pex,Plentzia,0
125755,MB,fu1830hinvd_22_v02_02.pex,Etxebarri,1
125756,MB,fu1830hinvd_22_v02_02.pex,Plentzia,0
125757,MB,fu1830hinvd_22_v02_02.pex,Etxebarri,1
125758,MB,fu1830hinvd_22_v02_02.pex,Plentzia,0
125759,MB,fu1830hinvd_22_v02_02.pex,Kabiezes,0
125760,MB,fu1830hinvd_22_v02_02.pex,Basauri,1
125761,MB,fu1830hinvd_22_v02_02.pex,Kabiezes,0
125762,MB,fu1830hinvd_22_v02_02.pex,Basauri,1
125763,MB,fu1830hinvd_22_v02_02.pex,Kabiezes,0
125764,MB,fu1830hinvd_22_v02_02.pex,Basauri,1
125765,MB,fu1830hinvd_22_v02_02.pex,Kabiezes,0
125766,MB,fu1830hinvd_22_v02_02.pex,Basauri,1
125767,MB,fu1830hinvd_22_v02_02.pex,Kabiezes,0
125768,MB,fu1830hinvd_22_v02_02.pex,Basauri,1
125769,MB,fu1830hinvd_22_v02_02.pex,Kabiezes,0
125770,MB,fu1830hinvd_22_v02_02.pex,Basauri,1
125771,MB,fu1830hinvd_22_v02_02.pex,Kabiezes,0
125772,MB,fu1830hinvd_22_v02_02.pex,Basauri,1
125773,MB,fu1830hinvd_22_v02_02.pex,Kabiezes,0
125774,MB,fu1830hinvd_22_v02_02.pex,Basauri,1
125775,MB,fu1830hinvd_22_v02_02.pex,Kabiezes,0
125776,MB,fu1830hinvd_22_v02_02.pex,Basauri,1
125777,MB,fu1830hinvd_22_v02_02.pex,Kabiezes,0
125778,MB,fu1830hinvd_22_v02_02.pex,Basauri,1
125779,MB,fu1830hinvd_22_v02_02.pex,Kabiezes,0
125781,MB,fu1830hinvd_22_v02_02.pex,Plentzia,0
125782,MB,fu1830hinvd_22_v02_02.pex,Etxebarri,1
125784,MB,fu1830hinvd_22_v02_02.pex,Etxebarri,1
124481,MB,choctubreinvs_22_02.pex,Etxebarri,1
124482,MB,choctubreinvs_22_02.pex,Ibarbengoa,0
124483,MB,choctubreinvs_22_02.pex,Etxebarri,1
124484,MB,choctubreinvs_22_02.pex,Ibarbengoa,0
124485,MB,choctubreinvs_22_02.pex,Etxebarri,1
124486,MB,choctubreinvs_22_02.pex,Ibarbengoa,0
124487,MB,choctubreinvs_22_02.pex,Etxebarri,1
124488,MB,choctubreinvs_22_02.pex,Ibarbengoa,0
124489,MB,choctubreinvs_22_02.pex,Etxebarri,1
124490,MB,choctubreinvs_22_02.pex,Ibarbengoa,0
124491,MB,choctubreinvs_22_02.pex,Plentzia,0
124492,MB,choctubreinvs_22_02.pex,Etxebarri,1
124493,MB,choctubreinvs_22_02.pex,Plentzia,0
124494,MB,choctubreinvs_22_02.pex,Etxebarri,1
124495,MB,choctubreinvs_22_02.pex,Plentzia,0
124496,MB,choctubreinvs_22_02.pex,Etxebarri,1
124497,MB,choctubreinvs_22_02.pex,Plentzia,0
124498,MB,choctubreinvs_22_02.pex,Etxebarri,1
124499,MB,choctubreinvs_22_02.pex,Plentzia,0
124500,MB,choctubreinvs_22_02.pex,Etxebarri,1
124501,MB,choctubreinvs_22_02.pex,Plentzia,0
124502,MB,choctubreinvs_22_02.pex,Etxebarri,1
124503,MB,choctubreinvs_22_02.pex,Etxebarri,1
124504,MB,choctubreinvs_22_02.pex,Ibarbengoa,0
124505,MB,choctubreinvs_22_02.pex,Etxebarri,1
124506,MB,choctubreinvs_22_02.pex,Ibarbengoa,0
124507,MB,choctubreinvs_22_02.pex,Etxebarri,1
124508,MB,choctubreinvs_22_02.pex,Ibarbengoa,0
124509,MB,choctubreinvs_22_02.pex,Etxebarri,1
124510,MB,choctubreinvs_22_02.pex,Larrabasterra,0
124511,MB,choctubreinvs_22_02.pex,Etxebarri,1
124512,MB,choctubreinvs_22_02.pex,Larrabasterra,0
124513,MB,choctubreinvs_22_02.pex,Etxebarri,1
124514,MB,choctubreinvs_22_02.pex,Larrabasterra,0
124515,MB,choctubreinvs_22_02.pex,Etxebarri,1
124516,MB,choctubreinvs_22_02.pex,Plentzia,0
124517,MB,choctubreinvs_22_02.pex,Etxebarri,1
124518,MB,choctubreinvs_22_02.pex,Plentzia,0
124519,MB,choctubreinvs_22_02.pex,Etxebarri,1
124520,MB,choctubreinvs_22_02.pex,Plentzia,0
124521,MB,choctubreinvs_22_02.pex,Etxebarri,1
124522,MB,choctubreinvs_22_02.pex,Kabiezes,0
124523,MB,choctubreinvs_22_02.pex,Basauri,1
124524,MB,choctubreinvs_22_02.pex,Kabiezes,0
124525,MB,choctubreinvs_22_02.pex,Basauri,1
124526,MB,choctubreinvs_22_02.pex,Kabiezes,0
124527,MB,choctubreinvs_22_02.pex,Basauri,1
124528,MB,choctubreinvs_22_02.pex,Kabiezes,0
124529,MB,choctubreinvs_22_02.pex,Basauri,1
124530,MB,choctubreinvs_22_02.pex,Kabiezes,0
124531,MB,choctubreinvs_22_02.pex,Basauri,1
124532,MB,choctubreinvs_22_02.pex,Kabiezes,0
124533,MB,choctubreinvs_22_02.pex,Basauri,1
124534,MB,choctubreinvs_22_02.pex,Kabiezes,0
124535,MB,choctubreinvs_22_02.pex,Basauri,1
124536,MB,choctubreinvs_22_02.pex,Kabiezes,0
124537,MB,choctubreinvs_22_02.pex,Basauri,1
124538,MB,choctubreinvs_22_02.pex,Kabiezes,0
124539,MB,choctubreinvs_22_02.pex,Basauri,1
124540,MB,choctubreinvs_22_02.pex,Kabiezes,0
124541,MB,choctubreinvs_22_02.pex,Basauri,1
124542,MB,choctubreinvs_22_02.pex,Etxebarri,1
124543,MB,choctubreinvs_22_02.pex,Ibarbengoa,0
124544,MB,choctubreinvs_22_02.pex,Basauri,1
124545,MB,choctubreinvs_22_02.pex,Etxebarri,1
124546,MB,choctubreinvs_22_02.pex,Etxebarri,1
124547,MB,choctubreinvs_22_02.pex,Ibarbengoa,0
124548,MB,choctubreinvs_22_02.pex,Sopela,0
124549,MB,choctubreinvs_22_02.pex,Plentzia,0
124550,MB,choctubreinvs_22_02.pex,Etxebarri,1
124551,MB,choctubreinvs_22_02.pex,Plentzia,0
124552,MB,choctubreinvs_22_02.pex,Etxebarri,1
124553,MB,choctubreinvs_22_02.pex,Basauri,1
124554,MB,choctubreinvs_22_02.pex,Kabiezes,0
124555,MB,choctubreinvs_22_02.pex,Basauri,1
124556,MB,choctubreinvs_22_02.pex,Kabiezes,0
124557,MB,choctubreinvs_22_02.pex,Basauri,1
124558,MB,choctubreinvs_22_02.pex,Kabiezes,0
124559,MB,choctubreinvs_22_02.pex,Basauri,1
124560,MB,choctubreinvs_22_02.pex,Kabiezes,0
124561,MB,choctubreinvs_22_02.pex,Basauri,1
124562,MB,choctubreinvs_22_02.pex,Kabiezes,0
124563,MB,choctubreinvs_22_02.pex,Basauri,1
124564,MB,choctubreinvs_22_02.pex,Kabiezes,0
124565,MB,choctubreinvs_22_02.pex,Basauri,1
124566,MB,choctubreinvs_22_02.pex,Kabiezes,0
124567,MB,choctubreinvs_22_02.pex,Basauri,1
124568,MB,choctubreinvs_22_02.pex,Kabiezes,0
124569,MB,choctubreinvs_22_02.pex,Basauri,1
124570,MB,choctubreinvs_22_02.pex,Kabiezes,0
124571,MB,choctubreinvs_22_02.pex,Basauri,1
124572,MB,choctubreinvs_22_02.pex,Kabiezes,0
124573,MB,choctubreinvs_22_02.pex,Basauri,1
124574,MB,choctubreinvs_22_02.pex,Kabiezes,0
124575,MB,choctubreinvs_22_02.pex,Basauri,1
124576,MB,choctubreinvs_22_02.pex,Kabiezes,0
124577,MB,choctubreinvs_22_02.pex,Basauri,1
124578,MB,choctubreinvs_22_02.pex,Kabiezes,0
124579,MB,choctubreinvs_22_02.pex,Basauri,1
124580,MB,choctubreinvs_22_02.pex,Kabiezes,0
124581,MB,choctubreinvs_22_02.pex,Basauri,1
124582,MB,choctubreinvs_22_02.pex,Kabiezes,0
124583,MB,choctubreinvs_22_02.pex,Basauri,1
124584,MB,choctubreinvs_22_02.pex,Kabiezes,0
124585,MB,choctubreinvs_22_02.pex,Basauri,1
124586,MB,choctubreinvs_22_02.pex,Kabiezes,0
124587,MB,choctubreinvs_22_02.pex,Basauri,1
124588,MB,choctubreinvs_22_02.pex,Kabiezes,0
124589,MB,choctubreinvs_22_02.pex,Basauri,1
124590,MB,choctubreinvs_22_02.pex,Kabiezes,0
124591,MB,choctubreinvs_22_02.pex,Basauri,1
124592,MB,choctubreinvs_22_02.pex,Kabiezes,0
124593,MB,choctubreinvs_22_02.pex,Basauri,1
124594,MB,choctubreinvs_22_02.pex,Etxebarri,1
124595,MB,choctubreinvs_22_02.pex,Ibarbengoa,0
124596,MB,choctubreinvs_22_02.pex,Etxebarri,1
124597,MB,choctubreinvs_22_02.pex,Sopela,0
124598,MB,choctubreinvs_22_02.pex,Plentzia,0
124599,MB,choctubreinvs_22_02.pex,Etxebarri,1
124600,MB,choctubreinvs_22_02.pex,Plentzia,0
124601,MB,choctubreinvs_22_02.pex,Etxebarri,1
124602,MB,choctubreinvs_22_02.pex,Etxebarri,1
124603,MB,choctubreinvs_22_02.pex,Ibarbengoa,0
124604,MB,choctubreinvs_22_02.pex,Etxebarri,1
124605,MB,choctubreinvs_22_02.pex,Ibarbengoa,0
124606,MB,choctubreinvs_22_02.pex,Etxebarri,1
124607,MB,choctubreinvs_22_02.pex,Ibarbengoa,0
124608,MB,choctubreinvs_22_02.pex,Etxebarri,1
124609,MB,choctubreinvs_22_02.pex,Ibarbengoa,0
124610,MB,choctubreinvs_22_02.pex,Plentzia,0
124611,MB,choctubreinvs_22_02.pex,Etxebarri,1
124612,MB,choctubreinvs_22_02.pex,Plentzia,0
124613,MB,choctubreinvs_22_02.pex,Etxebarri,1
124614,MB,choctubreinvs_22_02.pex,Plentzia,0
124615,MB,choctubreinvs_22_02.pex,Etxebarri,1
124616,MB,choctubreinvs_22_02.pex,Plentzia,0
124617,MB,choctubreinvs_22_02.pex,Etxebarri,1
124618,MB,choctubreinvs_22_02.pex,Plentzia,0
124619,MB,choctubreinvs_22_02.pex,Etxebarri,1
124620,MB,choctubreinvs_22_02.pex,Sopela,0
124621,MB,choctubreinvs_22_02.pex,Basauri,1
124622,MB,choctubreinvs_22_02.pex,Kabiezes,0
124623,MB,choctubreinvs_22_02.pex,Basauri,1
124624,MB,choctubreinvs_22_02.pex,Kabiezes,0
124625,MB,choctubreinvs_22_02.pex,Basauri,1
124626,MB,choctubreinvs_22_02.pex,Kabiezes,0
124627,MB,choctubreinvs_22_02.pex,Basauri,1
124628,MB,choctubreinvs_22_02.pex,Kabiezes,0
124629,MB,choctubreinvs_22_02.pex,Basauri,1
124630,MB,choctubreinvs_22_02.pex,Kabiezes,0
124631,MB,choctubreinvs_22_02.pex,Basauri,1
124632,MB,choctubreinvs_22_02.pex,Kabiezes,0
124633,MB,choctubreinvs_22_02.pex,Basauri,1
124634,MB,choctubreinvs_22_02.pex,Kabiezes,0
124635,MB,choctubreinvs_22_02.pex,Basauri,1
124636,MB,choctubreinvs_22_02.pex,Kabiezes,0
124637,MB,choctubreinvs_22_02.pex,Basauri,1
124638,MB,choctubreinvs_22_02.pex,Kabiezes,0
124639,MB,choctubreinvs_22_02.pex,Basauri,1
124640,MB,choctubreinvs_22_02.pex,Kabiezes,0
124641,MB,choctubreinvs_22_02.pex,Basauri,1
124642,MB,choctubreinvs_22_02.pex,Kabiezes,0
124643,MB,choctubreinvs_22_02.pex,Basauri,1
124644,MB,choctubreinvs_22_02.pex,Kabiezes,0
124645,MB,choctubreinvs_22_02.pex,Basauri,1
124646,MB,choctubreinvs_22_02.pex,Kabiezes,0
124647,MB,choctubreinvs_22_02.pex,Basauri,1
124648,MB,choctubreinvs_22_02.pex,Kabiezes,0
124649,MB,choctubreinvs_22_02.pex,Basauri,1
124650,MB,choctubreinvs_22_02.pex,Kabiezes,0
124651,MB,choctubreinvs_22_02.pex,Etxebarri,1
124652,MB,choctubreinvs_22_02.pex,Ibarbengoa,0
124653,MB,choctubreinvs_22_02.pex,Etxebarri,1
124654,MB,choctubreinvs_22_02.pex,Ibarbengoa,0
124655,MB,choctubreinvs_22_02.pex,Etxebarri,1
124656,MB,choctubreinvs_22_02.pex,Ibarbengoa,0
124657,MB,choctubreinvs_22_02.pex,Plentzia,0
124658,MB,choctubreinvs_22_02.pex,Etxebarri,1
124659,MB,choctubreinvs_22_02.pex,Plentzia,0
124660,MB,choctubreinvs_22_02.pex,Etxebarri,1
124661,MB,choctubreinvs_22_02.pex,Plentzia,0
124662,MB,choctubreinvs_22_02.pex,Etxebarri,1
124663,MB,choctubreinvs_22_02.pex,Etxebarri,1
124664,MB,choctubreinvs_22_02.pex,Ibarbengoa,0
124665,MB,choctubreinvs_22_02.pex,Etxebarri,1
124666,MB,choctubreinvs_22_02.pex,Sopela,0
124667,MB,choctubreinvs_22_02.pex,Plentzia,0
124668,MB,choctubreinvs_22_02.pex,Etxebarri,1
124669,MB,choctubreinvs_22_02.pex,Plentzia,0
124670,MB,choctubreinvs_22_02.pex,Etxebarri,1
124671,MB,choctubreinvs_22_02.pex,Etxebarri,1
124672,MB,choctubreinvs_22_02.pex,Ibarbengoa,0
124673,MB,choctubreinvs_22_02.pex,Etxebarri,1
124674,MB,choctubreinvs_22_02.pex,Ibarbengoa,0
124675,MB,choctubreinvs_22_02.pex,Etxebarri,1
124676,MB,choctubreinvs_22_02.pex,Ibarbengoa,0
124677,MB,choctubreinvs_22_02.pex,Etxebarri,1
124678,MB,choctubreinvs_22_02.pex,Larrabasterra,0
124679,MB,choctubreinvs_22_02.pex,Etxebarri,1
124680,MB,choctubreinvs_22_02.pex,Larrabasterra,0
124681,MB,choctubreinvs_22_02.pex,Etxebarri,1
124682,MB,choctubreinvs_22_02.pex,Larrabasterra,0
124683,MB,choctubreinvs_22_02.pex,Sopela,0
124684,MB,choctubreinvs_22_02.pex,Plentzia,0
124685,MB,choctubreinvs_22_02.pex,Etxebarri,1
124686,MB,choctubreinvs_22_02.pex,Plentzia,0
124687,MB,choctubreinvs_22_02.pex,Etxebarri,1
124688,MB,choctubreinvs_22_02.pex,Plentzia,0
124689,MB,choctubreinvs_22_02.pex,Etxebarri,1
124690,MB,choctubreinvs_22_02.pex,Basauri,1
124691,MB,choctubreinvs_22_02.pex,Kabiezes,0
124692,MB,choctubreinvs_22_02.pex,Basauri,1
124693,MB,choctubreinvs_22_02.pex,Kabiezes,0
124694,MB,choctubreinvs_22_02.pex,Basauri,1
124695,MB,choctubreinvs_22_02.pex,Kabiezes,0
124696,MB,choctubreinvs_22_02.pex,Basauri,1
124697,MB,choctubreinvs_22_02.pex,Kabiezes,0
124698,MB,choctubreinvs_22_02.pex,Basauri,1
124699,MB,choctubreinvs_22_02.pex,Kabiezes,0
124700,MB,choctubreinvs_22_02.pex,Basauri,1
124701,MB,choctubreinvs_22_02.pex,Kabiezes,0
124702,MB,choctubreinvs_22_02.pex,Basauri,1
124703,MB,choctubreinvs_22_02.pex,Kabiezes,0
124704,MB,choctubreinvs_22_02.pex,Basauri,1
124705,MB,choctubreinvs_22_02.pex,Kabiezes,0
124706,MB,choctubreinvs_22_02.pex,Basauri,1
124707,MB,choctubreinvs_22_02.pex,Kabiezes,0
124708,MB,choctubreinvs_22_02.pex,Basauri,1
124709,MB,choctubreinvs_22_02.pex,Kabiezes,0
124710,MB,choctubreinvs_22_02.pex,Basauri,1
124711,MB,choctubreinvs_22_02.pex,Basauri,1
124712,MB,choctubreinvs_22_02.pex,Kabiezes,0
124713,MB,choctubreinvs_22_02.pex,Basauri,1
124714,MB,choctubreinvs_22_02.pex,Kabiezes,0
124715,MB,choctubreinvs_22_02.pex,Basauri,1
124716,MB,choctubreinvs_22_02.pex,Kabiezes,0
124717,MB,choctubreinvs_22_02.pex,Basauri,1
124718,MB,choctubreinvs_22_02.pex,Kabiezes,0
124719,MB,choctubreinvs_22_02.pex,Basauri,1
124720,MB,choctubreinvs_22_02.pex,Kabiezes,0
124721,MB,choctubreinvs_22_02.pex,Basauri,1
124722,MB,choctubreinvs_22_02.pex,Kabiezes,0
